"","Sp1","Plant","Plant_ID","Revision_ID","DateTime","Behaviour","Coexistence","n_cam","Days","Days.in.field","duration","ID","effort_pl_sp","effort_ind","Long","Lat","SpeciesType"
"9909","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-03 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9910","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-04 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9911","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-04 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9912","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-07 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9913","vulpes vulpes","jpho","jpho056",NA,2018-11-09 00:00:00,"feeding_or looking_for_jp",NA,1,"54",NA,"10","C056_rev1",8610,195,-6.506571,37.000178,"Mammal"
"9914","apode-mus","jpho","jpho304",NA,2018-11-12 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O304_rev1",8610,372,-6.532985,37.0123631,"Mammal"
"9915","apode-mus","jpho","jpho304",NA,2018-11-12 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O304_rev1",8610,372,-6.513504,36.99556,"Mammal"
"9916","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-16 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9917","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-16 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9918","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-17 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9919","apode-mus","jpho","jpho304",NA,2018-11-18 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O304_rev2",8610,372,-6.532985,37.0123631,"Mammal"
"9920","apode-mus","jpho","jpho304",NA,2018-11-18 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O304_rev2",8610,372,-6.513504,36.99556,"Mammal"
"9921","cervus elaphus","jpho","jpho304",NA,2018-11-18 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O304_rev2",8610,372,-6.532985,37.0123631,"Mammal"
"9922","cervus elaphus","jpho","jpho304",NA,2018-11-18 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O304_rev2",8610,372,-6.513504,36.99556,"Mammal"
"9923","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-18 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9924","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-18 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9925","cervus elaphus","jpho","jpho056",NA,2018-11-19 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Mammal"
"9926","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-20 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9927","oryctolagus cuniculus","jpho","jpho304",NA,2018-11-20 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O304_rev2",8610,372,-6.532985,37.0123631,"Mammal"
"9928","oryctolagus cuniculus","jpho","jpho304",NA,2018-11-20 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O304_rev2",8610,372,-6.513504,36.99556,"Mammal"
"9929","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-20 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9930","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-21 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9931","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-22 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9932","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-22 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9933","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-22 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9934","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-22 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9935","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-23 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9936","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-23 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9937","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-23 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"61",NA,"20","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9938","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9939","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9940","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9941","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-25 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"61",NA,"30","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9942","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-25 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9943","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-26 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9944","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-26 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9945","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-26 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"61",NA,"20","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9946","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-26 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9947","cervus elaphus","jpho","jpho168",NA,2018-11-26 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"9948","turdus philomelos","jpho","jpho168",NA,2018-11-27 12:00:00,"eating_jp_cone",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Bird"
"9949","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9950","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9951","cervus elaphus","jpho","jpho168",NA,2018-11-27 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"9952","apode-mus","jpho","jpho580",NA,2018-11-27 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O580_rev2",8610,176,-6.51311,36.995668,"Mammal"
"9953","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9954","cervus elaphus","jpho","jpho056",NA,2018-11-28 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Mammal"
"9955","apode-mus","jpho","jpho580",NA,2018-11-28 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O580_rev2",8610,176,-6.51311,36.995668,"Mammal"
"9956","apode-mus","jpho","jpho580",NA,2018-11-28 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O580_rev2",8610,176,-6.51311,36.995668,"Mammal"
"9957","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-29 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9958","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-30 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9959","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-01 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9960","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-01 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9961","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-01 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9962","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-01 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9963","cervus elaphus","jpho","jpho168",NA,2018-12-03 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"9964","cervus elaphus","jpho","jpho168",NA,2018-12-03 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"9965","apode-mus","jpho","jpho580",NA,2018-12-03 00:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O580_rev2",8610,176,-6.51311,36.995668,"Mammal"
"9966","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-05 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9967","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-06 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9968","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-08 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9969","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-09 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9970","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-09 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9971","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-09 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9972","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-10 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9973","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-10 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"61",NA,"20","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9974","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-12 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9975","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-12 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9976","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-12 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9977","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-12 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9978","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-12 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9979","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-12 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9980","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-13 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9981","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-13 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9982","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-13 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"61",NA,"20","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9983","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-13 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9984","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-13 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9985","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-13 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9986","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-14 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9987","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-14 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9988","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-14 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9989","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-15 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9990","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-16 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9991","vulpes vulpes","jpho","jpho168",NA,2018-12-16 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"9992","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-16 00:00:00,"eating_jp_cone",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9993","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-16 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9994","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-16 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9995","turdus philomelos","jpho","jpho580",NA,2018-12-17 12:00:00,"feeding_or looking_for_jp",NA,1,"62",NA,"10","O580_rev2",8610,176,-6.51311,36.995668,"Bird"
"9996","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-18 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9997","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-19 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9998","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-19 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"9999","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-20 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10000","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-20 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10001","cervus elaphus","jpho","jpho168",NA,2018-12-20 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"10002","vulpes vulpes","jpho","jpho168",NA,2018-12-21 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"10003","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-21 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10004","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-22 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10005","cervus elaphus","jpho","jpho056",NA,2018-12-22 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Mammal"
"10006","cervus elaphus","jpho","jpho168",NA,2018-12-22 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C168_rev2",8610,169,-6.506168,37.000672,"Mammal"
"10007","cervus elaphus","jpho","jpho956",NA,2018-12-22 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10008","turdus philomelos","jpho","jpho056",NA,2018-12-23 12:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Bird"
"10009","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10010","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10011","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10012","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-24 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10013","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-25 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10014","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-25 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10015","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-25 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10016","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-25 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10017","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-25 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10018","turdus philomelos","jpho","jpho056",NA,2018-12-26 12:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Bird"
"10019","chloris chloris","jpho","jpho056",NA,2018-12-26 12:00:00,"jp_predation",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Bird"
"10020","vulpes vulpes","jpho","jpho056",NA,2018-12-26 00:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Mammal"
"10021","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10022","cervus elaphus","jpho","jpho056",NA,2018-12-27 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"63",NA,"20","C056_rev2",8610,195,-6.506571,37.000178,"Mammal"
"10023","chloris chloris","jpho","jpho056",NA,2018-12-27 12:00:00,"jp_predation",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Bird"
"10024","turdus philomelos","jpho","jpho056",NA,2018-12-27 12:00:00,"feeding_or looking_for_jp",NA,1,"63",NA,"10","C056_rev2",8610,195,-6.506571,37.000178,"Bird"
"10025","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10026","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10027","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-27 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10028","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-28 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10029","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-28 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10030","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-28 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10031","oryctolagus cuniculus","jpho","jpho956",NA,2018-12-29 00:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Mammal"
"10032","galerida cristata","jpho","jpho956",NA,2018-12-29 12:00:00,"feeding_or looking_for_jp",NA,1,"61",NA,"10","M956_rev2",8610,187,-6.53214,37.0123451,"Bird"
